@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.21875

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,9,FALSE
2,2,FALSE
19,13,FALSE
10,4,FALSE
3,4,FALSE
115,19,FALSE
148,16,FALSE
18,9,FALSE
2,2,FALSE
69,12,FALSE
115,19,FALSE
20,4,FALSE
146,7,FALSE
58,11,FALSE
35,7,FALSE
91,14,FALSE
530,12,FALSE
115,19,FALSE
25,14,FALSE
35,7,FALSE
6,4,FALSE
11,4,FALSE
6,5,FALSE
3,5,FALSE
64,14,FALSE
45,11,FALSE
16,8,FALSE
54,13,FALSE
17,7,FALSE
2,2,FALSE
22,7,FALSE
10,7,FALSE
22,9,FALSE
16,12,FALSE
3,4,FALSE
3,5,FALSE
9,9,FALSE
9,7,FALSE
13,4,FALSE
16,5,FALSE
22,13,FALSE
8,7,FALSE
20,6,FALSE
10,11,FALSE
22,13,FALSE
79,10,FALSE
23,9,FALSE
42,8,FALSE
3,4,FALSE
70,12,FALSE
26,9,FALSE
128,16,FALSE
6,6,FALSE
6,4,FALSE
9,8,FALSE
19,8,FALSE
17,5,FALSE
21,11,FALSE
32,9,FALSE
9,8,FALSE
33,17,FALSE
35,13,FALSE
131,17,FALSE
36,11,FALSE
74,10,FALSE
3,4,FALSE
10,4,FALSE
35,13,FALSE
12,8,FALSE
115,19,FALSE
26,13,FALSE
72,15,FALSE
52,13,FALSE
26,9,FALSE
9,9,FALSE
35,13,FALSE
13,4,FALSE
21,8,FALSE
24,16,FALSE
8,4,FALSE
16,8,FALSE
16,4,FALSE
31,5,FALSE
13,9,FALSE
155,29,FALSE
114,23,FALSE
153,14,FALSE
58,14,FALSE
4,5,FALSE
40,11,FALSE
103,19,FALSE
7,5,FALSE
8,4,FALSE
7,7,FALSE
72,15,FALSE
6,6,FALSE
203,23,FALSE
530,12,FALSE
7,6,FALSE
42,8,FALSE
21,7,FALSE
131,17,FALSE
76,19,FALSE
91,5,FALSE
58,14,FALSE
155,29,FALSE
26,9,FALSE
3,5,FALSE
9,3,FALSE
72,15,FALSE
58,14,FALSE
67,13,FALSE
71,14,FALSE
14,5,FALSE
3,5,FALSE
61,10,FALSE
8,4,FALSE
3,5,FALSE
16,5,FALSE
58,14,FALSE
103,19,FALSE
7,5,FALSE
9,4,FALSE
16,8,FALSE
3,6,FALSE
47,7,FALSE
11,8,FALSE
2,2,FALSE
8,4,FALSE
9,9,FALSE
149,17,FALSE
54,13,FALSE
23,10,FALSE
10,7,FALSE
2,2,FALSE
6,9,FALSE
102,13,FALSE
42,11,FALSE
79,10,FALSE
57,10,FALSE
16,8,FALSE
25,14,FALSE
31,5,FALSE
29,9,FALSE
58,14,FALSE
17,7,FALSE
2,2,FALSE
36,11,FALSE
153,14,FALSE
155,29,FALSE
9,7,FALSE
67,13,FALSE
8,3,FALSE
12,15,FALSE
26,11,FALSE
12,8,FALSE
115,19,FALSE
131,17,FALSE
102,13,FALSE
21,7,FALSE
9,8,FALSE
94,18,FALSE
25,14,FALSE
72,15,FALSE
57,10,FALSE
26,13,FALSE
9,3,FALSE
148,16,FALSE
23,9,FALSE
58,15,FALSE
61,10,FALSE
31,10,FALSE
28,4,FALSE
91,5,FALSE
290,20,FALSE
9,9,FALSE
31,8,FALSE
3,4,FALSE
95,19,FALSE
40,11,FALSE
21,12,FALSE
58,11,FALSE
42,10,FALSE
21,11,FALSE
25,10,FALSE
47,7,FALSE
6,6,FALSE
23,10,FALSE
67,13,FALSE
28,12,FALSE
28,12,FALSE
23,10,FALSE
45,12,FALSE
4,4,FALSE
7,3,FALSE
58,14,FALSE
22,4,FALSE
4,5,FALSE
2,2,FALSE
203,23,FALSE
6,4,FALSE
74,11,FALSE
21,12,FALSE
23,10,FALSE
21,12,FALSE
8,4,FALSE
12,15,FALSE
57,10,FALSE
6,6,FALSE
22,9,FALSE
38,13,FALSE
47,7,FALSE
34,13,FALSE
7,3,FALSE
57,4,FALSE
31,8,FALSE
6,6,FALSE
112,15,FALSE
14,8,FALSE
12,8,FALSE
2,2,FALSE
16,8,FALSE
131,17,FALSE
18,6,TRUE
43,14,TRUE
181,24,TRUE
86,11,TRUE
181,24,TRUE
307,23,TRUE
269,26,TRUE
244,17,TRUE
50,14,TRUE
307,23,TRUE
10,11,TRUE
11,12,TRUE
103,17,TRUE
907,20,TRUE
52,17,TRUE
18,6,TRUE
10,11,TRUE
6,7,TRUE
250,28,TRUE
103,17,TRUE
250,28,TRUE
250,28,TRUE
27,9,TRUE
86,11,TRUE
30,18,TRUE
6,7,TRUE
142,17,TRUE
269,26,TRUE
114,12,TRUE
30,18,TRUE
103,17,TRUE
52,17,TRUE
86,11,TRUE
10,11,TRUE
181,6,TRUE
244,17,TRUE
244,17,TRUE
47,17,TRUE
181,6,TRUE
181,6,TRUE
21,9,TRUE
269,26,TRUE
86,11,TRUE
333,18,TRUE
11,12,TRUE
21,9,TRUE
30,18,TRUE
89,18,TRUE
244,17,TRUE
27,9,TRUE
181,6,TRUE
52,17,TRUE
95,19,TRUE
60,16,TRUE
18,6,TRUE
27,9,TRUE
181,6,TRUE
60,16,TRUE
103,17,TRUE
269,26,TRUE
95,19,TRUE
181,24,TRUE
324,21,TRUE
43,14,TRUE
173,31,TRUE
907,20,TRUE
307,23,TRUE
307,23,TRUE
269,26,TRUE
6,7,TRUE
50,14,TRUE
19,9,TRUE
250,28,TRUE
333,18,TRUE
21,9,TRUE
181,24,TRUE
89,18,TRUE
907,20,TRUE
6,7,TRUE
89,18,TRUE
307,23,TRUE
114,12,TRUE
6,7,TRUE
142,17,TRUE
51,17,TRUE
103,17,TRUE
60,16,TRUE
324,21,TRUE
19,9,TRUE
19,9,TRUE
142,17,TRUE
142,17,TRUE
10,11,TRUE
43,14,TRUE
324,21,TRUE
173,31,TRUE
60,16,TRUE
11,12,TRUE
250,28,TRUE
52,17,TRUE
114,12,TRUE
114,12,TRUE
324,21,TRUE
18,6,TRUE
307,23,TRUE
43,14,TRUE
181,6,TRUE
173,31,TRUE
269,26,TRUE
52,17,TRUE
21,9,TRUE
89,18,TRUE
269,26,TRUE
18,6,TRUE
95,19,TRUE
11,12,TRUE
47,17,TRUE
333,18,TRUE
10,11,TRUE
27,9,TRUE
52,17,TRUE
89,20,TRUE
181,6,TRUE
103,17,TRUE
907,20,TRUE
21,9,TRUE
50,14,TRUE
95,19,TRUE
103,17,TRUE
250,28,TRUE
21,9,TRUE
181,24,TRUE
114,12,TRUE
86,11,TRUE
181,24,TRUE
43,14,TRUE
30,18,TRUE
244,17,TRUE
240,19,TRUE
43,14,TRUE
907,20,TRUE
181,6,TRUE
670,27,TRUE
10,11,TRUE
103,17,TRUE
43,14,TRUE
50,14,TRUE
19,9,TRUE
114,12,TRUE
95,19,TRUE
30,18,TRUE
21,9,TRUE
181,6,TRUE
907,20,TRUE
181,6,TRUE
307,23,TRUE
6,7,TRUE
114,12,TRUE
173,31,TRUE
333,18,TRUE
51,17,TRUE
181,6,TRUE
181,24,TRUE
10,11,TRUE
89,20,TRUE
89,20,TRUE
10,11,TRUE
43,14,TRUE
86,11,TRUE
240,19,TRUE
89,18,TRUE
60,16,TRUE
18,6,TRUE
50,14,TRUE
142,17,TRUE
10,11,TRUE
173,31,TRUE
181,24,TRUE
89,18,TRUE
27,9,TRUE
21,9,TRUE
21,9,TRUE
18,6,TRUE
95,19,TRUE
6,7,TRUE
86,11,TRUE
86,11,TRUE
6,7,TRUE
907,20,TRUE
324,21,TRUE
324,21,TRUE
47,17,TRUE
114,12,TRUE
19,9,TRUE
30,18,TRUE
47,17,TRUE
250,28,TRUE
333,18,TRUE
181,6,TRUE
50,14,TRUE
250,28,TRUE
333,18,TRUE
51,17,TRUE
11,12,TRUE
114,12,TRUE
95,19,TRUE
307,23,TRUE
50,14,TRUE
89,20,TRUE
86,11,TRUE
103,17,TRUE
50,14,TRUE
907,20,TRUE
52,17,TRUE
181,24,TRUE
173,31,TRUE
19,9,TRUE
142,17,TRUE
60,16,TRUE
173,31,TRUE
30,18,TRUE
95,19,TRUE
670,27,TRUE
