@relation pbeansA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.6666667

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.375,TRUE
0.47,TRUE
0.583333,TRUE
0.333333,TRUE
0.428571,TRUE
0.339286,TRUE
0.458333,TRUE
0.361111,TRUE
0.47,TRUE
0.325,TRUE
1,TRUE
0.428571,TRUE
1,TRUE
0.371429,TRUE
0.458333,TRUE
0.47,TRUE
0.428571,TRUE
0.371429,TRUE
1,TRUE
0.428571,TRUE
0.458333,TRUE
0.333333,TRUE
0.428571,TRUE
0.458333,TRUE
0.5,FALSE
0.555556,FALSE
1,FALSE
0.5,FALSE
0.777778,FALSE
0.75,FALSE
0.296296,FALSE
1,FALSE
1,FALSE
1,FALSE
0.4,FALSE
0.777778,FALSE
1,FALSE
0.777778,FALSE
1,FALSE
1,FALSE
0.75,FALSE
0.4,FALSE
0.777778,FALSE
1,FALSE
1,FALSE
1,FALSE
1,FALSE
1,FALSE
