@relation pbeansA-weka.filters.supervised.instance.Resample-B0.0-S1-Z95.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z106.3829787

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
1,TRUE
1,TRUE
0.458333,TRUE
0.75,TRUE
0.583333,TRUE
0,TRUE
0.361111,TRUE
1,TRUE
0.75,TRUE
0.371429,TRUE
0.375,TRUE
0,TRUE
1,TRUE
1,TRUE
1,TRUE
0.371429,TRUE
1,TRUE
0.375,TRUE
1,TRUE
0,TRUE
0.75,TRUE
0.339286,TRUE
0.583333,TRUE
0.4,TRUE
1,FALSE
1,FALSE
0.555556,FALSE
1,FALSE
0.75,FALSE
1,FALSE
0.666667,FALSE
1,FALSE
1,FALSE
0.4,FALSE
1,FALSE
1,FALSE
1,FALSE
0.625,FALSE
0.75,FALSE
0.777778,FALSE
0.469388,FALSE
0.555556,FALSE
1,FALSE
0.555556,FALSE
0.777778,FALSE
0.555556,FALSE
1,FALSE
0.469388,FALSE
