@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.192708,TRUE
0.357143,TRUE
0.339286,TRUE
0.190883,TRUE
0.190883,TRUE
0.339286,TRUE
0.152297,TRUE
0.357143,TRUE
0.433333,TRUE
0.357143,TRUE
0.433333,TRUE
0.190883,TRUE
0.47,TRUE
1,FALSE
0.469388,FALSE
1,FALSE
0.4,FALSE
0.296296,FALSE
0.533333,FALSE
0.296296,FALSE
0.625,FALSE
0.296296,FALSE
1,FALSE
0.625,FALSE
1,FALSE
1,FALSE
