@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0,TRUE
0.333333,TRUE
0,TRUE
0.458333,TRUE
0.190883,TRUE
0.428571,TRUE
0.458333,TRUE
0.152297,TRUE
0.333333,TRUE
0.4,TRUE
0.190883,TRUE
0.458333,TRUE
0.375,TRUE
1,FALSE
1,FALSE
0.75,FALSE
0.469388,FALSE
0.777778,FALSE
0.469388,FALSE
1,FALSE
0.75,FALSE
0.777778,FALSE
0.777778,FALSE
0.469388,FALSE
1,FALSE
1,FALSE
