@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.5,TRUE
0.192708,TRUE
1,TRUE
0.458333,TRUE
0.5,TRUE
0,TRUE
0.192708,TRUE
0.357143,TRUE
0.4,TRUE
0.192708,TRUE
0.357143,TRUE
0.333333,TRUE
1,TRUE
0.5,FALSE
0.296296,FALSE
0.75,FALSE
0.75,FALSE
0.211111,FALSE
0.296296,FALSE
0.625,FALSE
1,FALSE
0.555556,FALSE
1,FALSE
0.211111,FALSE
1,FALSE
1,FALSE
