@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.357143,TRUE
0.357143,TRUE
0.192708,TRUE
1,TRUE
0.190883,TRUE
0.339286,TRUE
0.5,TRUE
0.404762,TRUE
0.404762,TRUE
0.357143,TRUE
0.152297,TRUE
0.404762,TRUE
0.5,TRUE
0.555556,FALSE
1,FALSE
0.296296,FALSE
1,FALSE
0,FALSE
0.533333,FALSE
1,FALSE
0.296296,FALSE
0.666667,FALSE
0.777778,FALSE
0.469388,FALSE
0.75,FALSE
0.533333,FALSE
