@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.357143,TRUE
0.404762,TRUE
0.404762,TRUE
0.75,TRUE
0.6,TRUE
0.75,TRUE
0.325,TRUE
0.371429,TRUE
0.190883,TRUE
0.325,TRUE
0.190883,TRUE
0.190883,TRUE
0.75,TRUE
0.469388,FALSE
1,FALSE
0.75,FALSE
0.5,FALSE
0.533333,FALSE
0.4,FALSE
0.625,FALSE
0.469388,FALSE
0.4,FALSE
1,FALSE
0.211111,FALSE
0.555556,FALSE
1,FALSE
