@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.583333,TRUE
0.5,TRUE
1,TRUE
0.333333,TRUE
0.583333,TRUE
0.333333,TRUE
0.361111,TRUE
0.333333,TRUE
0.333333,TRUE
0.333333,TRUE
0.47,TRUE
0.47,TRUE
0.47,TRUE
0.777778,FALSE
1,FALSE
0.296296,FALSE
1,FALSE
0.666667,FALSE
0.533333,FALSE
0.5,FALSE
0.5,FALSE
0.625,FALSE
0.625,FALSE
0.533333,FALSE
0.5,FALSE
0.777778,FALSE
