@relation pbeansA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z104.0

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.47,TRUE
1,TRUE
0.325,TRUE
0.375,TRUE
0.404762,TRUE
0,TRUE
0.375,TRUE
0.325,TRUE
0.4,TRUE
0.404762,TRUE
0.192708,TRUE
0.192708,TRUE
0.4,TRUE
0.625,FALSE
0.75,FALSE
1,FALSE
0.777778,FALSE
0.666667,FALSE
0.75,FALSE
0.777778,FALSE
0.75,FALSE
1,FALSE
0.625,FALSE
0.469388,FALSE
0.5,FALSE
0.211111,FALSE
