@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z99.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.6227758-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
52,13,FALSE
128,16,FALSE
61,12,FALSE
25,14,FALSE
56,7,FALSE
35,7,FALSE
26,9,FALSE
5,5,FALSE
2,2,FALSE
58,15,FALSE
23,6,FALSE
13,4,FALSE
22,13,FALSE
4,5,FALSE
46,13,FALSE
121,19,FALSE
38,13,FALSE
27,11,FALSE
34,13,FALSE
73,13,FALSE
75,10,FALSE
60,9,FALSE
6,6,FALSE
45,9,FALSE
146,7,FALSE
14,8,FALSE
58,14,FALSE
290,20,FALSE
36,7,FALSE
53,16,FALSE
9,7,FALSE
16,12,FALSE
10,3,FALSE
54,6,FALSE
45,11,FALSE
6,7,TRUE
445,19,TRUE
95,19,TRUE
307,23,TRUE
250,28,TRUE
18,6,TRUE
89,20,TRUE
21,9,TRUE
27,9,TRUE
114,12,TRUE
50,14,TRUE
52,17,TRUE
191,22,TRUE
51,17,TRUE
43,14,TRUE
103,17,TRUE
11,12,TRUE
907,20,TRUE
86,11,TRUE
19,9,TRUE
47,17,TRUE
60,16,TRUE
161,11,TRUE
142,17,TRUE
240,19,TRUE
333,18,TRUE
670,27,TRUE
244,17,TRUE
173,31,TRUE
324,21,TRUE
252,20,TRUE
181,24,TRUE
10,11,TRUE
181,6,TRUE
89,18,TRUE
