@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
73,13,FALSE
38,11,FALSE
10,6,FALSE
4,5,FALSE
115,19,FALSE
6,5,FALSE
18,9,FALSE
26,9,FALSE
2,2,FALSE
11,6,FALSE
112,6,FALSE
35,7,FALSE
57,4,FALSE
60,16,FALSE
14,8,FALSE
131,17,FALSE
26,9,FALSE
58,15,FALSE
37,15,FALSE
21,5,FALSE
6,6,FALSE
9,9,FALSE
31,8,FALSE
26,11,FALSE
34,13,FALSE
62,13,FALSE
6,6,FALSE
8,7,FALSE
32,11,FALSE
11,4,FALSE
4,4,FALSE
21,6,FALSE
16,8,FALSE
21,8,FALSE
72,15,FALSE
33,5,FALSE
10,7,FALSE
103,19,FALSE
45,11,FALSE
57,4,FALSE
94,18,FALSE
25,16,FALSE
69,9,FALSE
3,5,FALSE
58,14,FALSE
7,4,FALSE
21,5,FALSE
10,7,FALSE
3,4,FALSE
82,12,FALSE
128,16,FALSE
117,14,FALSE
3,4,FALSE
2,2,FALSE
5,5,FALSE
23,6,FALSE
33,17,FALSE
82,12,FALSE
57,4,FALSE
3,6,FALSE
68,5,FALSE
26,9,FALSE
16,8,FALSE
11,4,FALSE
155,29,FALSE
34,11,FALSE
15,11,FALSE
26,11,FALSE
45,12,FALSE
4,5,FALSE
9,9,FALSE
20,6,FALSE
10,7,FALSE
10,6,FALSE
34,13,FALSE
7,7,FALSE
31,5,FALSE
146,7,FALSE
20,6,FALSE
21,12,FALSE
5,5,FALSE
5,3,FALSE
15,5,FALSE
22,7,FALSE
13,4,FALSE
12,15,FALSE
131,26,FALSE
8,4,FALSE
20,4,FALSE
69,12,FALSE
10,8,FALSE
8,6,FALSE
8,12,FALSE
6,6,FALSE
13,4,FALSE
18,9,FALSE
112,17,FALSE
2,2,FALSE
128,16,FALSE
3,5,FALSE
117,14,FALSE
58,11,FALSE
16,5,FALSE
149,17,FALSE
21,5,FALSE
19,13,FALSE
3,5,FALSE
12,15,FALSE
6,4,FALSE
4,5,FALSE
3,6,FALSE
112,17,FALSE
102,13,FALSE
33,5,FALSE
22,7,FALSE
42,8,FALSE
3,6,FALSE
35,7,FALSE
33,17,FALSE
3,2,FALSE
42,8,FALSE
6,6,FALSE
7,6,FALSE
31,10,FALSE
26,11,FALSE
74,10,FALSE
