@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,9,FALSE
8,3,FALSE
24,16,FALSE
148,16,FALSE
36,7,FALSE
38,11,FALSE
4,5,FALSE
18,15,FALSE
14,5,FALSE
4,5,FALSE
95,19,FALSE
36,7,FALSE
10,4,FALSE
13,4,FALSE
77,16,FALSE
48,11,FALSE
58,14,FALSE
10,6,FALSE
6,6,FALSE
128,13,FALSE
6,9,FALSE
28,4,FALSE
76,14,FALSE
203,23,FALSE
22,13,FALSE
34,13,FALSE
155,29,FALSE
136,13,FALSE
95,19,FALSE
15,5,FALSE
26,11,FALSE
2,2,FALSE
62,13,FALSE
57,4,FALSE
22,13,FALSE
26,13,FALSE
58,14,FALSE
21,6,FALSE
12,8,FALSE
54,6,FALSE
68,14,FALSE
22,13,FALSE
20,4,FALSE
2,2,FALSE
103,19,FALSE
69,12,FALSE
5,5,FALSE
52,10,FALSE
38,13,FALSE
45,11,FALSE
38,11,FALSE
21,11,FALSE
6,6,FALSE
14,8,FALSE
4,6,FALSE
115,19,FALSE
8,3,FALSE
112,17,FALSE
8,7,FALSE
6,4,FALSE
2,2,FALSE
42,9,FALSE
75,10,FALSE
48,11,FALSE
31,10,FALSE
40,11,FALSE
72,15,FALSE
72,15,FALSE
6,6,FALSE
62,13,FALSE
115,19,FALSE
95,19,FALSE
10,5,FALSE
103,19,FALSE
7,7,FALSE
7,5,FALSE
24,16,FALSE
58,14,FALSE
21,12,FALSE
3,6,FALSE
4,5,FALSE
9,8,FALSE
6,4,FALSE
3,4,FALSE
62,13,FALSE
3,6,FALSE
23,10,FALSE
6,6,FALSE
40,11,FALSE
112,17,FALSE
6,6,FALSE
45,12,FALSE
6,6,FALSE
26,9,FALSE
185,15,FALSE
128,16,FALSE
58,15,FALSE
23,10,FALSE
8,5,FALSE
6,6,FALSE
73,12,FALSE
45,12,FALSE
61,12,FALSE
10,4,FALSE
26,11,FALSE
203,23,FALSE
72,15,FALSE
76,19,FALSE
6,6,FALSE
79,10,FALSE
8,3,FALSE
39,15,FALSE
2,2,FALSE
34,13,FALSE
153,14,FALSE
6,6,FALSE
31,5,FALSE
76,14,FALSE
