@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
26,9,FALSE
56,7,FALSE
57,10,FALSE
73,13,FALSE
8,3,FALSE
285,15,FALSE
20,4,FALSE
82,11,FALSE
26,9,FALSE
32,11,FALSE
73,13,FALSE
8,7,FALSE
61,10,FALSE
4,5,FALSE
6,6,FALSE
7,6,FALSE
3,4,FALSE
8,7,FALSE
18,9,FALSE
21,5,FALSE
15,5,FALSE
29,10,FALSE
14,5,FALSE
48,11,FALSE
9,8,FALSE
3,4,FALSE
3,5,FALSE
9,8,FALSE
153,14,FALSE
3,5,FALSE
11,4,FALSE
28,12,FALSE
25,10,FALSE
14,8,FALSE
128,16,FALSE
21,11,FALSE
268,23,FALSE
38,13,FALSE
34,13,FALSE
26,9,FALSE
35,7,FALSE
24,16,FALSE
103,19,FALSE
16,5,FALSE
9,4,FALSE
9,9,FALSE
6,6,FALSE
15,11,FALSE
24,16,FALSE
9,8,FALSE
16,10,FALSE
3,5,FALSE
3,4,FALSE
22,13,FALSE
155,29,FALSE
16,4,FALSE
61,12,FALSE
26,9,FALSE
60,9,FALSE
23,6,FALSE
74,10,FALSE
31,5,FALSE
4,5,FALSE
82,11,FALSE
13,4,FALSE
58,11,FALSE
2,2,FALSE
153,14,FALSE
185,15,FALSE
70,7,FALSE
24,16,FALSE
21,5,FALSE
13,4,FALSE
16,12,FALSE
23,6,FALSE
185,15,FALSE
11,6,FALSE
20,6,FALSE
10,7,FALSE
3,5,FALSE
61,12,FALSE
14,5,FALSE
3,5,FALSE
6,6,FALSE
42,11,FALSE
58,15,FALSE
27,11,FALSE
16,12,FALSE
23,10,FALSE
6,6,FALSE
60,16,FALSE
16,10,FALSE
103,19,FALSE
10,7,FALSE
26,9,FALSE
146,7,FALSE
36,11,FALSE
50,6,FALSE
36,7,FALSE
115,13,FALSE
31,8,FALSE
7,3,FALSE
54,13,FALSE
8,4,FALSE
8,4,FALSE
20,4,FALSE
2,2,FALSE
6,6,FALSE
23,6,FALSE
8,4,FALSE
6,6,FALSE
6,4,FALSE
94,18,FALSE
48,11,FALSE
9,9,FALSE
6,4,FALSE
15,5,FALSE
36,11,FALSE
3,5,FALSE
31,8,FALSE
58,14,FALSE
29,10,FALSE
57,4,FALSE
146,7,FALSE
56,7,FALSE
16,5,FALSE
9,8,FALSE
8,3,FALSE
3,2,FALSE
21,6,FALSE
103,19,FALSE
153,14,FALSE
3,5,FALSE
45,12,FALSE
8,3,FALSE
155,29,FALSE
67,13,FALSE
146,7,FALSE
8,7,FALSE
7,5,FALSE
31,5,FALSE
103,19,FALSE
3,4,FALSE
2,2,FALSE
12,15,FALSE
31,5,FALSE
91,14,FALSE
