@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z95.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.0740741

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,6,FALSE
290,20,FALSE
76,14,FALSE
42,11,FALSE
7,5,FALSE
23,10,FALSE
31,8,FALSE
46,13,FALSE
7,3,FALSE
3,4,FALSE
10,11,FALSE
23,9,FALSE
155,29,FALSE
58,15,FALSE
50,6,FALSE
4,5,FALSE
34,11,FALSE
13,9,FALSE
8,4,FALSE
57,4,FALSE
2,2,FALSE
26,9,FALSE
121,19,FALSE
48,11,FALSE
112,15,FALSE
22,7,FALSE
2,2,FALSE
14,4,FALSE
21,8,FALSE
11,4,FALSE
112,15,FALSE
9,9,FALSE
71,14,FALSE
69,9,FALSE
112,17,FALSE
76,19,FALSE
10,3,FALSE
21,8,FALSE
52,10,FALSE
34,13,FALSE
8,3,FALSE
21,6,FALSE
6,6,FALSE
31,5,FALSE
32,9,FALSE
62,13,FALSE
15,11,FALSE
102,13,FALSE
77,16,FALSE
76,14,FALSE
8,7,FALSE
7,7,FALSE
14,4,FALSE
34,13,FALSE
61,10,FALSE
18,15,FALSE
52,10,FALSE
6,6,FALSE
10,4,FALSE
20,6,FALSE
7,5,FALSE
19,8,FALSE
35,7,FALSE
2,2,FALSE
7,5,FALSE
121,19,FALSE
2,2,FALSE
54,6,FALSE
26,11,FALSE
26,9,FALSE
68,14,FALSE
2,2,FALSE
16,10,FALSE
4,6,FALSE
27,9,FALSE
3,6,FALSE
58,15,FALSE
70,12,FALSE
26,5,FALSE
6,5,FALSE
22,7,FALSE
7,5,FALSE
34,13,FALSE
21,12,FALSE
26,9,FALSE
8,3,FALSE
17,7,FALSE
20,4,FALSE
20,4,FALSE
39,15,FALSE
8,7,FALSE
5,3,FALSE
42,11,FALSE
4,5,FALSE
3,5,FALSE
31,10,FALSE
12,15,FALSE
20,6,FALSE
26,9,FALSE
15,11,FALSE
31,8,FALSE
146,7,FALSE
23,10,FALSE
4,5,FALSE
25,16,FALSE
52,10,FALSE
62,13,FALSE
12,15,FALSE
82,12,FALSE
25,14,FALSE
60,9,FALSE
47,11,FALSE
58,11,FALSE
4,5,FALSE
112,6,FALSE
33,5,FALSE
26,9,FALSE
530,12,FALSE
18,15,FALSE
75,10,FALSE
76,19,FALSE
23,9,FALSE
