@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z95.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.0740741

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
18,7,FALSE
26,9,FALSE
62,13,FALSE
530,12,FALSE
74,10,FALSE
37,15,FALSE
28,4,FALSE
16,10,FALSE
36,11,FALSE
56,7,FALSE
26,13,FALSE
13,4,FALSE
46,13,FALSE
74,10,FALSE
15,11,FALSE
21,11,FALSE
38,11,FALSE
26,5,FALSE
6,6,FALSE
53,16,FALSE
6,6,FALSE
530,12,FALSE
5,3,FALSE
32,11,FALSE
15,5,FALSE
149,17,FALSE
6,6,FALSE
6,6,FALSE
8,5,FALSE
8,5,FALSE
60,9,FALSE
9,9,FALSE
31,8,FALSE
31,8,FALSE
128,16,FALSE
38,13,FALSE
153,14,FALSE
103,19,FALSE
4,5,FALSE
16,10,FALSE
10,8,FALSE
136,13,FALSE
31,10,FALSE
26,9,FALSE
203,23,FALSE
530,12,FALSE
10,11,FALSE
2,2,FALSE
10,8,FALSE
16,5,FALSE
6,6,FALSE
25,10,FALSE
9,8,FALSE
9,8,FALSE
61,12,FALSE
8,7,FALSE
70,7,FALSE
290,20,FALSE
45,12,FALSE
2,2,FALSE
3,4,FALSE
39,15,FALSE
2,2,FALSE
11,4,FALSE
26,9,FALSE
70,7,FALSE
18,9,FALSE
71,14,FALSE
31,5,FALSE
54,13,FALSE
131,26,FALSE
47,11,FALSE
6,6,FALSE
76,14,FALSE
29,10,FALSE
34,11,FALSE
131,17,FALSE
64,14,FALSE
58,14,FALSE
4,5,FALSE
26,9,FALSE
58,14,FALSE
54,6,FALSE
2,2,FALSE
6,6,FALSE
46,13,FALSE
60,16,FALSE
131,26,FALSE
28,12,FALSE
52,13,FALSE
131,26,FALSE
61,12,FALSE
31,8,FALSE
8,7,FALSE
268,23,FALSE
67,18,FALSE
70,12,FALSE
6,6,FALSE
3,2,FALSE
9,7,FALSE
3,6,FALSE
11,4,FALSE
131,17,FALSE
24,16,FALSE
58,11,FALSE
10,6,FALSE
103,19,FALSE
10,6,FALSE
31,8,FALSE
203,23,FALSE
15,11,FALSE
26,9,FALSE
149,17,FALSE
31,10,FALSE
48,11,FALSE
25,14,FALSE
19,8,FALSE
112,15,FALSE
45,11,FALSE
22,4,FALSE
19,8,FALSE
47,11,FALSE
45,12,FALSE
10,7,FALSE
51,4,FALSE
27,11,FALSE
23,10,FALSE
72,15,FALSE
82,11,FALSE
16,12,FALSE
7,5,FALSE
10,6,FALSE
4,5,FALSE
58,14,FALSE
13,4,FALSE
51,4,FALSE
