@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z95.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.0740741

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,6,FALSE
55,13,FALSE
67,13,FALSE
33,5,FALSE
6,6,FALSE
16,12,FALSE
155,29,FALSE
16,12,FALSE
6,6,FALSE
3,5,FALSE
18,7,FALSE
19,8,FALSE
13,4,FALSE
268,23,FALSE
20,4,FALSE
54,13,FALSE
102,13,FALSE
71,14,FALSE
115,13,FALSE
3,5,FALSE
34,13,FALSE
19,13,FALSE
10,3,FALSE
77,16,FALSE
102,13,FALSE
32,11,FALSE
21,6,FALSE
19,8,FALSE
55,13,FALSE
7,3,FALSE
10,7,FALSE
71,14,FALSE
32,9,FALSE
27,9,FALSE
26,13,FALSE
6,6,FALSE
3,5,FALSE
20,4,FALSE
51,4,FALSE
72,15,FALSE
3,5,FALSE
8,4,FALSE
4,5,FALSE
95,19,FALSE
75,10,FALSE
6,9,FALSE
68,14,FALSE
2,2,FALSE
4,4,FALSE
4,5,FALSE
36,11,FALSE
9,3,FALSE
115,13,FALSE
8,3,FALSE
71,14,FALSE
10,3,FALSE
3,6,FALSE
7,5,FALSE
29,10,FALSE
26,5,FALSE
5,5,FALSE
115,19,FALSE
17,5,FALSE
6,6,FALSE
14,5,FALSE
33,17,FALSE
58,15,FALSE
7,5,FALSE
10,5,FALSE
16,12,FALSE
6,4,FALSE
7,7,FALSE
7,6,FALSE
13,9,FALSE
31,5,FALSE
268,23,FALSE
10,7,FALSE
8,3,FALSE
3,6,FALSE
95,19,FALSE
82,12,FALSE
2,2,FALSE
26,9,FALSE
91,14,FALSE
26,11,FALSE
47,7,FALSE
6,6,FALSE
74,10,FALSE
3,4,FALSE
4,5,FALSE
16,8,FALSE
61,12,FALSE
68,5,FALSE
26,9,FALSE
13,9,FALSE
3,5,FALSE
17,5,FALSE
20,7,FALSE
4,5,FALSE
54,6,FALSE
23,10,FALSE
2,2,FALSE
102,13,FALSE
27,9,FALSE
115,19,FALSE
14,8,FALSE
6,4,FALSE
10,11,FALSE
6,5,FALSE
45,9,FALSE
290,20,FALSE
35,13,FALSE
62,13,FALSE
11,4,FALSE
13,9,FALSE
5,5,FALSE
18,7,FALSE
58,11,FALSE
45,12,FALSE
51,4,FALSE
71,14,FALSE
11,4,FALSE
10,4,FALSE
21,8,FALSE
13,4,FALSE
34,13,FALSE
20,6,FALSE
3,2,FALSE
10,8,FALSE
33,5,FALSE
16,12,FALSE
54,13,FALSE
76,14,FALSE
34,13,FALSE
16,10,FALSE
36,7,FALSE
146,7,FALSE
26,5,FALSE
2,2,FALSE
54,13,FALSE
6,6,FALSE
11,4,FALSE
7,6,FALSE
153,14,FALSE
74,11,FALSE
3,6,FALSE
19,8,FALSE
2,2,FALSE
14,5,FALSE
74,10,FALSE
112,15,FALSE
42,8,FALSE
10,11,FALSE
6,9,FALSE
5,3,FALSE
102,13,FALSE
3,4,FALSE
42,11,FALSE
10,7,FALSE
18,9,FALSE
4,5,FALSE
6,4,FALSE
10,6,FALSE
73,13,FALSE
21,8,FALSE
268,23,FALSE
115,19,FALSE
52,10,FALSE
20,7,FALSE
33,5,FALSE
12,8,FALSE
76,14,FALSE
22,9,FALSE
6,6,FALSE
31,10,FALSE
50,6,FALSE
