@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.78125-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
16,10,FALSE
95,19,FALSE
21,8,FALSE
10,4,FALSE
40,11,FALSE
5,3,FALSE
9,7,FALSE
146,7,FALSE
34,11,FALSE
10,7,FALSE
51,4,FALSE
45,9,FALSE
14,5,FALSE
33,5,FALSE
72,15,FALSE
25,16,FALSE
21,7,FALSE
155,29,FALSE
3,5,FALSE
42,8,FALSE
3,4,FALSE
21,11,FALSE
23,6,FALSE
46,13,FALSE
2,2,FALSE
115,13,FALSE
50,6,FALSE
3,5,FALSE
8,6,FALSE
31,5,FALSE
12,8,FALSE
26,13,FALSE
10,6,FALSE
333,18,TRUE
52,17,TRUE
114,12,TRUE
252,20,TRUE
43,14,TRUE
307,23,TRUE
27,9,TRUE
161,11,TRUE
244,17,TRUE
50,14,TRUE
6,7,TRUE
103,17,TRUE
95,19,TRUE
60,16,TRUE
670,27,TRUE
11,12,TRUE
10,11,TRUE
86,11,TRUE
181,24,TRUE
181,6,TRUE
89,18,TRUE
21,9,TRUE
89,20,TRUE
907,20,TRUE
173,31,TRUE
445,19,TRUE
51,17,TRUE
269,26,TRUE
30,18,TRUE
250,28,TRUE
19,9,TRUE
142,17,TRUE
240,19,TRUE
