@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.78125-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
20,7,FALSE
53,16,FALSE
79,10,FALSE
27,11,FALSE
23,10,FALSE
5,3,FALSE
38,11,FALSE
8,3,FALSE
3,6,FALSE
3,6,FALSE
28,4,FALSE
21,7,FALSE
2,2,FALSE
73,13,FALSE
56,7,FALSE
146,7,FALSE
34,13,FALSE
2,2,FALSE
3,2,FALSE
24,16,FALSE
185,15,FALSE
2,2,FALSE
121,19,FALSE
16,10,FALSE
46,13,FALSE
8,7,FALSE
40,11,FALSE
11,4,FALSE
55,13,FALSE
13,4,FALSE
9,9,FALSE
73,12,FALSE
23,6,FALSE
240,19,TRUE
21,9,TRUE
30,18,TRUE
173,31,TRUE
89,20,TRUE
142,17,TRUE
445,19,TRUE
181,24,TRUE
60,16,TRUE
244,17,TRUE
18,6,TRUE
670,27,TRUE
10,11,TRUE
6,7,TRUE
252,20,TRUE
103,17,TRUE
333,18,TRUE
89,18,TRUE
86,11,TRUE
51,17,TRUE
47,17,TRUE
250,28,TRUE
27,9,TRUE
11,12,TRUE
307,23,TRUE
95,19,TRUE
50,14,TRUE
52,17,TRUE
114,12,TRUE
324,21,TRUE
161,11,TRUE
269,26,TRUE
181,6,TRUE
