@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.78125-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
7,3,FALSE
6,6,FALSE
136,13,FALSE
40,11,FALSE
12,8,FALSE
58,15,FALSE
26,9,FALSE
128,16,FALSE
29,9,FALSE
36,7,FALSE
35,7,FALSE
73,13,FALSE
290,20,FALSE
6,6,FALSE
285,15,FALSE
11,6,FALSE
9,9,FALSE
6,6,FALSE
22,7,FALSE
2,2,FALSE
68,5,FALSE
26,9,FALSE
12,15,FALSE
6,9,FALSE
70,12,FALSE
112,17,FALSE
10,4,FALSE
60,16,FALSE
4,5,FALSE
121,19,FALSE
46,13,FALSE
32,11,FALSE
7,5,FALSE
47,17,TRUE
173,31,TRUE
43,14,TRUE
6,7,TRUE
181,6,TRUE
86,11,TRUE
27,9,TRUE
89,18,TRUE
114,12,TRUE
95,19,TRUE
181,24,TRUE
907,20,TRUE
60,16,TRUE
269,26,TRUE
142,17,TRUE
89,20,TRUE
670,27,TRUE
244,17,TRUE
18,6,TRUE
21,9,TRUE
250,28,TRUE
324,21,TRUE
30,18,TRUE
240,19,TRUE
52,17,TRUE
252,20,TRUE
50,14,TRUE
10,11,TRUE
51,17,TRUE
19,9,TRUE
161,11,TRUE
333,18,TRUE
445,19,TRUE
