@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
115,19,FALSE
115,19,FALSE
5,5,FALSE
5,3,FALSE
32,11,FALSE
131,17,FALSE
45,11,FALSE
82,11,FALSE
18,7,FALSE
26,13,FALSE
47,11,FALSE
3,6,FALSE
15,11,FALSE
21,6,FALSE
60,9,FALSE
42,8,FALSE
52,13,FALSE
3,6,FALSE
155,29,FALSE
2,2,FALSE
268,23,FALSE
69,9,FALSE
23,10,FALSE
16,4,FALSE
26,5,FALSE
8,3,FALSE
6,4,FALSE
53,16,FALSE
8,3,FALSE
58,15,FALSE
26,5,FALSE
7,6,FALSE
148,16,FALSE
13,4,FALSE
71,14,FALSE
16,8,FALSE
4,5,FALSE
22,7,FALSE
82,11,FALSE
52,13,FALSE
268,23,FALSE
13,4,FALSE
31,5,FALSE
21,11,FALSE
50,6,FALSE
47,11,FALSE
42,8,FALSE
8,3,FALSE
4,5,FALSE
131,17,FALSE
7,7,FALSE
52,13,FALSE
58,15,FALSE
3,5,FALSE
6,6,FALSE
26,9,FALSE
32,11,FALSE
34,13,FALSE
35,13,FALSE
10,3,FALSE
23,10,FALSE
77,16,FALSE
17,7,FALSE
8,4,FALSE
4,5,FALSE
4,5,FALSE
290,20,FALSE
121,19,FALSE
72,15,FALSE
7,5,FALSE
74,11,FALSE
10,3,FALSE
35,7,FALSE
25,14,FALSE
13,4,FALSE
22,4,FALSE
26,5,FALSE
25,10,FALSE
37,15,FALSE
115,13,FALSE
18,7,FALSE
37,15,FALSE
70,7,FALSE
42,8,FALSE
62,13,FALSE
31,5,FALSE
7,5,FALSE
23,6,FALSE
148,16,FALSE
18,7,FALSE
48,11,FALSE
3,6,FALSE
15,11,FALSE
6,6,FALSE
3,6,FALSE
7,6,FALSE
268,23,FALSE
17,5,FALSE
112,6,FALSE
3,6,FALSE
10,7,FALSE
20,7,FALSE
26,13,FALSE
9,8,FALSE
62,13,FALSE
268,23,FALSE
25,14,FALSE
47,7,FALSE
31,5,FALSE
16,10,FALSE
42,8,FALSE
17,5,FALSE
4,5,FALSE
23,10,FALSE
20,6,FALSE
10,7,FALSE
18,15,FALSE
2,2,FALSE
34,13,FALSE
36,7,FALSE
121,19,FALSE
42,8,FALSE
69,9,FALSE
142,17,TRUE
19,9,TRUE
50,14,TRUE
103,17,TRUE
43,14,TRUE
252,20,TRUE
52,17,TRUE
19,9,TRUE
30,18,TRUE
103,17,TRUE
252,20,TRUE
252,20,TRUE
30,18,TRUE
670,27,TRUE
250,28,TRUE
51,17,TRUE
250,28,TRUE
30,18,TRUE
181,6,TRUE
173,31,TRUE
27,9,TRUE
173,31,TRUE
252,20,TRUE
30,18,TRUE
670,27,TRUE
250,28,TRUE
670,27,TRUE
27,9,TRUE
30,18,TRUE
19,9,TRUE
51,17,TRUE
43,14,TRUE
173,31,TRUE
250,28,TRUE
51,17,TRUE
252,20,TRUE
252,20,TRUE
30,18,TRUE
181,6,TRUE
43,14,TRUE
250,28,TRUE
250,28,TRUE
103,17,TRUE
27,9,TRUE
142,17,TRUE
103,17,TRUE
173,31,TRUE
18,6,TRUE
11,12,TRUE
181,6,TRUE
11,12,TRUE
30,18,TRUE
19,9,TRUE
30,18,TRUE
181,6,TRUE
173,31,TRUE
181,6,TRUE
252,20,TRUE
27,9,TRUE
43,14,TRUE
27,9,TRUE
670,27,TRUE
30,18,TRUE
51,17,TRUE
50,14,TRUE
52,17,TRUE
670,27,TRUE
52,17,TRUE
89,18,TRUE
670,27,TRUE
252,20,TRUE
43,14,TRUE
11,12,TRUE
670,27,TRUE
11,12,TRUE
43,14,TRUE
30,18,TRUE
670,27,TRUE
142,17,TRUE
50,14,TRUE
103,17,TRUE
52,17,TRUE
43,14,TRUE
18,6,TRUE
52,17,TRUE
142,17,TRUE
30,18,TRUE
43,14,TRUE
250,28,TRUE
18,6,TRUE
18,6,TRUE
30,18,TRUE
89,18,TRUE
30,18,TRUE
27,9,TRUE
250,28,TRUE
18,6,TRUE
181,6,TRUE
27,9,TRUE
18,6,TRUE
30,18,TRUE
670,27,TRUE
27,9,TRUE
52,17,TRUE
52,17,TRUE
181,6,TRUE
52,17,TRUE
173,31,TRUE
51,17,TRUE
51,17,TRUE
142,17,TRUE
27,9,TRUE
11,12,TRUE
50,14,TRUE
670,27,TRUE
142,17,TRUE
52,17,TRUE
52,17,TRUE
89,18,TRUE
324,21,TRUE
670,27,TRUE
27,9,TRUE
50,14,TRUE
