@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
22,7,FALSE
2,2,FALSE
19,8,FALSE
31,5,FALSE
95,19,FALSE
58,15,FALSE
74,10,FALSE
45,9,FALSE
17,5,FALSE
115,13,FALSE
10,5,FALSE
34,13,FALSE
34,11,FALSE
8,3,FALSE
21,6,FALSE
19,8,FALSE
16,10,FALSE
3,4,FALSE
146,7,FALSE
35,13,FALSE
185,15,FALSE
149,17,FALSE
53,16,FALSE
102,13,FALSE
7,7,FALSE
61,10,FALSE
27,9,FALSE
74,10,FALSE
21,11,FALSE
8,12,FALSE
91,5,FALSE
13,4,FALSE
3,4,FALSE
115,19,FALSE
4,5,FALSE
47,7,FALSE
60,9,FALSE
21,8,FALSE
10,6,FALSE
31,8,FALSE
62,13,FALSE
58,14,FALSE
58,14,FALSE
2,2,FALSE
530,12,FALSE
70,12,FALSE
16,10,FALSE
146,7,FALSE
17,7,FALSE
73,13,FALSE
35,7,FALSE
73,13,FALSE
17,5,FALSE
8,7,FALSE
57,10,FALSE
185,15,FALSE
6,6,FALSE
14,8,FALSE
58,14,FALSE
34,13,FALSE
7,4,FALSE
6,6,FALSE
82,12,FALSE
32,11,FALSE
203,23,FALSE
95,19,FALSE
7,7,FALSE
38,13,FALSE
530,12,FALSE
91,14,FALSE
29,9,FALSE
16,10,FALSE
12,15,FALSE
46,13,FALSE
91,14,FALSE
21,12,FALSE
54,6,FALSE
57,10,FALSE
9,8,FALSE
102,13,FALSE
82,12,FALSE
95,19,FALSE
14,8,FALSE
21,12,FALSE
4,4,FALSE
2,2,FALSE
148,16,FALSE
20,7,FALSE
91,5,FALSE
9,3,FALSE
26,11,FALSE
8,12,FALSE
31,8,FALSE
112,17,FALSE
8,12,FALSE
35,7,FALSE
40,11,FALSE
6,6,FALSE
86,13,FALSE
4,5,FALSE
27,11,FALSE
70,12,FALSE
10,11,FALSE
23,10,FALSE
61,10,FALSE
4,4,FALSE
47,7,FALSE
27,11,FALSE
112,15,FALSE
60,9,FALSE
21,11,FALSE
61,12,FALSE
95,19,FALSE
9,8,FALSE
3,6,FALSE
13,4,FALSE
46,13,FALSE
21,11,FALSE
61,12,FALSE
60,9,FALSE
70,12,FALSE
58,14,FALSE
203,23,FALSE
173,31,TRUE
670,27,TRUE
43,14,TRUE
173,31,TRUE
43,14,TRUE
244,17,TRUE
11,12,TRUE
10,11,TRUE
191,22,TRUE
244,17,TRUE
250,28,TRUE
191,22,TRUE
307,23,TRUE
60,16,TRUE
43,14,TRUE
10,11,TRUE
6,7,TRUE
6,7,TRUE
250,28,TRUE
324,21,TRUE
89,20,TRUE
670,27,TRUE
60,16,TRUE
86,11,TRUE
173,31,TRUE
250,28,TRUE
244,17,TRUE
6,7,TRUE
6,7,TRUE
86,11,TRUE
11,12,TRUE
95,19,TRUE
324,21,TRUE
445,19,TRUE
95,19,TRUE
191,22,TRUE
89,20,TRUE
95,19,TRUE
11,12,TRUE
670,27,TRUE
95,19,TRUE
10,11,TRUE
250,28,TRUE
95,19,TRUE
21,9,TRUE
11,12,TRUE
43,14,TRUE
89,20,TRUE
60,16,TRUE
324,21,TRUE
445,19,TRUE
670,27,TRUE
244,17,TRUE
6,7,TRUE
670,27,TRUE
445,19,TRUE
10,11,TRUE
244,17,TRUE
11,12,TRUE
445,19,TRUE
191,22,TRUE
191,22,TRUE
333,18,TRUE
60,16,TRUE
250,28,TRUE
244,17,TRUE
89,20,TRUE
21,9,TRUE
445,19,TRUE
244,17,TRUE
244,17,TRUE
250,28,TRUE
10,11,TRUE
333,18,TRUE
670,27,TRUE
6,7,TRUE
445,19,TRUE
60,16,TRUE
86,11,TRUE
670,27,TRUE
250,28,TRUE
333,18,TRUE
307,23,TRUE
324,21,TRUE
89,20,TRUE
445,19,TRUE
244,17,TRUE
95,19,TRUE
86,11,TRUE
670,27,TRUE
307,23,TRUE
89,20,TRUE
10,11,TRUE
60,16,TRUE
250,28,TRUE
324,21,TRUE
10,11,TRUE
445,19,TRUE
86,11,TRUE
21,9,TRUE
21,9,TRUE
21,9,TRUE
244,17,TRUE
21,9,TRUE
6,7,TRUE
11,12,TRUE
191,22,TRUE
324,21,TRUE
445,19,TRUE
307,23,TRUE
60,16,TRUE
333,18,TRUE
86,11,TRUE
11,12,TRUE
6,7,TRUE
445,19,TRUE
21,9,TRUE
191,22,TRUE
10,11,TRUE
191,22,TRUE
173,31,TRUE
173,31,TRUE
333,18,TRUE
