@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,6,FALSE
32,11,FALSE
8,6,FALSE
8,6,FALSE
12,8,FALSE
10,8,FALSE
82,11,FALSE
19,13,FALSE
42,9,FALSE
10,6,FALSE
2,2,FALSE
4,6,FALSE
11,4,FALSE
6,6,FALSE
115,19,FALSE
13,4,FALSE
70,7,FALSE
153,14,FALSE
50,6,FALSE
74,10,FALSE
26,5,FALSE
8,7,FALSE
285,15,FALSE
21,8,FALSE
52,10,FALSE
21,8,FALSE
32,11,FALSE
22,13,FALSE
11,4,FALSE
31,5,FALSE
32,11,FALSE
10,8,FALSE
3,5,FALSE
4,5,FALSE
131,17,FALSE
25,6,FALSE
73,13,FALSE
268,23,FALSE
128,13,FALSE
8,7,FALSE
22,13,FALSE
6,6,FALSE
7,3,FALSE
4,5,FALSE
57,4,FALSE
7,6,FALSE
14,5,FALSE
268,23,FALSE
13,4,FALSE
57,10,FALSE
42,8,FALSE
54,6,FALSE
6,6,FALSE
4,6,FALSE
3,6,FALSE
11,4,FALSE
11,4,FALSE
11,6,FALSE
13,4,FALSE
60,9,FALSE
22,9,FALSE
31,5,FALSE
24,16,FALSE
34,11,FALSE
26,5,FALSE
3,5,FALSE
12,8,FALSE
8,7,FALSE
21,12,FALSE
40,11,FALSE
23,10,FALSE
58,14,FALSE
117,14,FALSE
16,12,FALSE
82,11,FALSE
10,11,FALSE
22,4,FALSE
290,20,FALSE
10,4,FALSE
6,6,FALSE
6,6,FALSE
57,10,FALSE
285,15,FALSE
131,17,FALSE
91,5,FALSE
14,8,FALSE
112,15,FALSE
17,7,FALSE
15,11,FALSE
16,10,FALSE
6,6,FALSE
10,11,FALSE
14,4,FALSE
10,7,FALSE
4,5,FALSE
16,12,FALSE
136,13,FALSE
2,2,FALSE
52,10,FALSE
9,9,FALSE
10,6,FALSE
21,5,FALSE
11,6,FALSE
10,8,FALSE
290,20,FALSE
8,6,FALSE
6,6,FALSE
26,5,FALSE
128,13,FALSE
11,4,FALSE
136,13,FALSE
21,11,FALSE
11,4,FALSE
128,13,FALSE
16,5,FALSE
20,7,FALSE
6,6,FALSE
42,8,FALSE
27,9,FALSE
112,15,FALSE
6,5,FALSE
15,11,FALSE
52,10,FALSE
114,12,TRUE
21,9,TRUE
60,16,TRUE
27,9,TRUE
89,18,TRUE
161,11,TRUE
240,19,TRUE
142,17,TRUE
161,11,TRUE
18,6,TRUE
60,16,TRUE
114,12,TRUE
142,17,TRUE
21,9,TRUE
103,17,TRUE
240,19,TRUE
18,6,TRUE
103,17,TRUE
161,11,TRUE
52,17,TRUE
21,9,TRUE
142,17,TRUE
30,18,TRUE
10,11,TRUE
10,11,TRUE
89,18,TRUE
10,11,TRUE
30,18,TRUE
307,23,TRUE
269,26,TRUE
240,19,TRUE
114,12,TRUE
114,12,TRUE
60,16,TRUE
240,19,TRUE
670,27,TRUE
60,16,TRUE
269,26,TRUE
52,17,TRUE
19,9,TRUE
103,17,TRUE
269,26,TRUE
114,12,TRUE
114,12,TRUE
19,9,TRUE
240,19,TRUE
103,17,TRUE
103,17,TRUE
114,12,TRUE
60,16,TRUE
89,18,TRUE
21,9,TRUE
10,11,TRUE
60,16,TRUE
103,17,TRUE
10,11,TRUE
30,18,TRUE
103,17,TRUE
670,27,TRUE
103,17,TRUE
10,11,TRUE
670,27,TRUE
60,16,TRUE
18,6,TRUE
161,11,TRUE
103,17,TRUE
269,26,TRUE
21,9,TRUE
30,18,TRUE
670,27,TRUE
89,18,TRUE
52,17,TRUE
18,6,TRUE
103,17,TRUE
21,9,TRUE
142,17,TRUE
52,17,TRUE
445,19,TRUE
269,26,TRUE
30,18,TRUE
269,26,TRUE
18,6,TRUE
240,19,TRUE
142,17,TRUE
52,17,TRUE
10,11,TRUE
21,9,TRUE
670,27,TRUE
445,19,TRUE
18,6,TRUE
142,17,TRUE
89,18,TRUE
52,17,TRUE
52,17,TRUE
240,19,TRUE
19,9,TRUE
60,16,TRUE
10,11,TRUE
89,18,TRUE
142,17,TRUE
670,27,TRUE
114,12,TRUE
27,9,TRUE
103,17,TRUE
142,17,TRUE
142,17,TRUE
142,17,TRUE
10,11,TRUE
89,18,TRUE
60,16,TRUE
445,19,TRUE
142,17,TRUE
60,16,TRUE
19,9,TRUE
670,27,TRUE
240,19,TRUE
21,9,TRUE
670,27,TRUE
52,17,TRUE
18,6,TRUE
89,18,TRUE
52,17,TRUE
114,12,TRUE
