@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z174.6478873

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
149,17,FALSE
155,29,FALSE
117,14,FALSE
10,7,FALSE
21,12,FALSE
71,14,FALSE
27,9,FALSE
2,2,FALSE
4,5,FALSE
2,2,FALSE
61,10,FALSE
10,8,FALSE
10,8,FALSE
3,4,FALSE
73,13,FALSE
47,11,FALSE
68,14,FALSE
155,29,FALSE
149,17,FALSE
9,7,FALSE
57,10,FALSE
9,8,FALSE
46,13,FALSE
4,6,FALSE
28,12,FALSE
4,5,FALSE
268,23,FALSE
28,12,FALSE
56,7,FALSE
4,5,FALSE
2,2,FALSE
34,13,FALSE
58,14,FALSE
8,4,FALSE
22,13,FALSE
94,18,FALSE
68,5,FALSE
82,11,FALSE
6,6,FALSE
4,6,FALSE
26,13,FALSE
2,2,FALSE
32,9,FALSE
69,12,FALSE
25,6,FALSE
155,29,FALSE
46,13,FALSE
10,8,FALSE
10,7,FALSE
13,4,FALSE
149,17,FALSE
146,7,FALSE
117,14,FALSE
5,3,FALSE
10,6,FALSE
53,16,FALSE
28,12,FALSE
73,12,FALSE
52,10,FALSE
53,16,FALSE
26,9,FALSE
8,7,FALSE
52,13,FALSE
25,16,FALSE
25,10,FALSE
13,4,FALSE
8,4,FALSE
82,12,FALSE
61,10,FALSE
69,12,FALSE
112,17,FALSE
31,8,FALSE
31,5,FALSE
77,16,FALSE
69,12,FALSE
82,11,FALSE
16,4,FALSE
68,5,FALSE
12,8,FALSE
14,4,FALSE
56,7,FALSE
74,10,FALSE
22,13,FALSE
13,4,FALSE
13,9,FALSE
13,4,FALSE
6,6,FALSE
14,4,FALSE
21,12,FALSE
2,2,FALSE
2,2,FALSE
3,6,FALSE
56,7,FALSE
19,13,FALSE
8,4,FALSE
8,4,FALSE
3,5,FALSE
530,12,FALSE
5,3,FALSE
6,6,FALSE
47,11,FALSE
26,9,FALSE
58,14,FALSE
91,5,FALSE
21,12,FALSE
14,4,FALSE
77,16,FALSE
94,18,FALSE
7,3,FALSE
29,10,FALSE
146,7,FALSE
203,23,FALSE
103,19,FALSE
74,10,FALSE
64,14,FALSE
128,16,FALSE
68,14,FALSE
58,15,FALSE
5,5,FALSE
29,10,FALSE
146,7,FALSE
4,5,FALSE
2,2,FALSE
27,9,TRUE
445,19,TRUE
21,9,TRUE
11,12,TRUE
50,14,TRUE
19,9,TRUE
240,19,TRUE
10,11,TRUE
19,9,TRUE
307,23,TRUE
252,20,TRUE
27,9,TRUE
11,12,TRUE
19,9,TRUE
324,21,TRUE
18,6,TRUE
250,28,TRUE
89,20,TRUE
11,12,TRUE
27,9,TRUE
10,11,TRUE
250,28,TRUE
11,12,TRUE
95,19,TRUE
324,21,TRUE
250,28,TRUE
19,9,TRUE
173,31,TRUE
11,12,TRUE
43,14,TRUE
11,12,TRUE
11,12,TRUE
95,19,TRUE
18,6,TRUE
11,12,TRUE
43,14,TRUE
89,20,TRUE
18,6,TRUE
10,11,TRUE
27,9,TRUE
21,9,TRUE
27,9,TRUE
18,6,TRUE
95,19,TRUE
11,12,TRUE
252,20,TRUE
50,14,TRUE
324,21,TRUE
11,12,TRUE
27,9,TRUE
21,9,TRUE
89,20,TRUE
10,11,TRUE
21,9,TRUE
21,9,TRUE
50,14,TRUE
89,20,TRUE
240,19,TRUE
95,19,TRUE
10,11,TRUE
250,28,TRUE
27,9,TRUE
21,9,TRUE
43,14,TRUE
114,12,TRUE
43,14,TRUE
307,23,TRUE
95,19,TRUE
89,20,TRUE
89,20,TRUE
19,9,TRUE
27,9,TRUE
250,28,TRUE
27,9,TRUE
50,14,TRUE
95,19,TRUE
19,9,TRUE
250,28,TRUE
114,12,TRUE
307,23,TRUE
250,28,TRUE
10,11,TRUE
307,23,TRUE
445,19,TRUE
173,31,TRUE
252,20,TRUE
173,31,TRUE
95,19,TRUE
21,9,TRUE
324,21,TRUE
324,21,TRUE
50,14,TRUE
19,9,TRUE
11,12,TRUE
173,31,TRUE
19,9,TRUE
250,28,TRUE
43,14,TRUE
89,20,TRUE
114,12,TRUE
252,20,TRUE
250,28,TRUE
445,19,TRUE
250,28,TRUE
95,19,TRUE
21,9,TRUE
114,12,TRUE
19,9,TRUE
50,14,TRUE
324,21,TRUE
18,6,TRUE
445,19,TRUE
250,28,TRUE
173,31,TRUE
307,23,TRUE
445,19,TRUE
114,12,TRUE
21,9,TRUE
324,21,TRUE
324,21,TRUE
445,19,TRUE
240,19,TRUE
21,9,TRUE
