@relation pbeansA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z105.2631579

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.339286,TRUE
0.333333,TRUE
0.5,TRUE
1,TRUE
0.428571,TRUE
1,TRUE
0.357143,TRUE
0.371429,TRUE
0.47,TRUE
0.192708,TRUE
0.6,TRUE
0.47,TRUE
0.375,TRUE
1,TRUE
0,TRUE
0,TRUE
0.339286,TRUE
0.458333,TRUE
0.47,TRUE
0.375,TRUE
0.296296,FALSE
0.296296,FALSE
1,FALSE
0.625,FALSE
1,FALSE
0.296296,FALSE
0.533333,FALSE
1,FALSE
0.555556,FALSE
1,FALSE
0.533333,FALSE
0.4,FALSE
0.555556,FALSE
1,FALSE
1,FALSE
0.777778,FALSE
0.296296,FALSE
1,FALSE
0.777778,FALSE
0.4,FALSE
