@relation pbeansA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z105.2631579

@attribute cam numeric
@attribute Faultiness {TRUE,FALSE}

@data
0.433333,TRUE
0.192708,TRUE
0.375,TRUE
0.333333,TRUE
0.192708,TRUE
0.192708,TRUE
0.361111,TRUE
0.433333,TRUE
0.192708,TRUE
0.333333,TRUE
0.4,TRUE
0.433333,TRUE
0.458333,TRUE
0.357143,TRUE
0.152297,TRUE
0.433333,TRUE
0.5,TRUE
0.433333,TRUE
0.333333,TRUE
0,TRUE
0.533333,FALSE
1,FALSE
0.5,FALSE
0.5,FALSE
0.211111,FALSE
1,FALSE
1,FALSE
0.666667,FALSE
0.5,FALSE
0.211111,FALSE
1,FALSE
0.533333,FALSE
1,FALSE
1,FALSE
0.211111,FALSE
1,FALSE
1,FALSE
1,FALSE
0.5,FALSE
0.75,FALSE
