@relation arA-weka.filters.supervised.instance.Resample-B0.0-S1-Z75.0-no-replacement-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
32,11,FALSE
82,12,FALSE
146,7,FALSE
91,5,FALSE
3,5,FALSE
36,11,FALSE
23,10,FALSE
46,13,FALSE
25,6,FALSE
42,10,FALSE
72,15,FALSE
33,5,FALSE
21,5,FALSE
4,5,FALSE
28,4,FALSE
14,8,FALSE
9,4,FALSE
56,7,FALSE
34,13,FALSE
38,11,FALSE
40,11,FALSE
61,10,FALSE
86,13,FALSE
91,14,FALSE
2,2,FALSE
9,8,FALSE
26,9,FALSE
47,17,TRUE
250,28,TRUE
11,12,TRUE
50,14,TRUE
95,19,TRUE
161,11,TRUE
907,20,TRUE
240,19,TRUE
6,7,TRUE
89,20,TRUE
333,18,TRUE
86,11,TRUE
43,14,TRUE
181,6,TRUE
27,9,TRUE
89,18,TRUE
307,23,TRUE
52,17,TRUE
252,20,TRUE
269,26,TRUE
670,27,TRUE
21,9,TRUE
142,17,TRUE
18,6,TRUE
19,9,TRUE
30,18,TRUE
445,19,TRUE
