@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
29,10,FALSE
47,11,FALSE
3,6,FALSE
8,7,FALSE
2,2,FALSE
68,5,FALSE
67,18,FALSE
31,8,FALSE
86,13,FALSE
3,2,FALSE
15,5,FALSE
58,14,FALSE
19,8,FALSE
6,5,FALSE
35,7,FALSE
203,23,FALSE
36,7,FALSE
4,6,FALSE
269,26,TRUE
181,6,TRUE
95,19,TRUE
252,20,TRUE
250,28,TRUE
333,18,TRUE
27,9,TRUE
670,27,TRUE
86,11,TRUE
6,7,TRUE
103,17,TRUE
324,21,TRUE
445,19,TRUE
307,23,TRUE
181,24,TRUE
50,14,TRUE
18,6,TRUE
21,9,TRUE
