@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
128,13,FALSE
6,9,FALSE
3,5,FALSE
203,23,FALSE
47,7,FALSE
48,11,FALSE
112,17,FALSE
27,9,FALSE
112,6,FALSE
8,4,FALSE
26,9,FALSE
26,9,FALSE
26,9,FALSE
21,6,FALSE
25,14,FALSE
37,15,FALSE
11,4,FALSE
8,4,FALSE
6,7,TRUE
307,23,TRUE
43,14,TRUE
114,12,TRUE
18,6,TRUE
191,22,TRUE
445,19,TRUE
324,21,TRUE
47,17,TRUE
161,11,TRUE
244,17,TRUE
250,28,TRUE
19,9,TRUE
21,9,TRUE
240,19,TRUE
333,18,TRUE
86,11,TRUE
252,20,TRUE
