@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
22,13,FALSE
45,11,FALSE
18,9,FALSE
55,13,FALSE
91,14,FALSE
20,4,FALSE
82,11,FALSE
36,7,FALSE
95,19,FALSE
67,18,FALSE
62,13,FALSE
18,15,FALSE
21,8,FALSE
10,6,FALSE
4,5,FALSE
38,11,FALSE
4,4,FALSE
23,9,FALSE
250,28,TRUE
670,27,TRUE
86,11,TRUE
21,9,TRUE
30,18,TRUE
19,9,TRUE
10,11,TRUE
52,17,TRUE
191,22,TRUE
333,18,TRUE
11,12,TRUE
50,14,TRUE
27,9,TRUE
114,12,TRUE
252,20,TRUE
89,20,TRUE
142,17,TRUE
244,17,TRUE
