@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
42,8,FALSE
74,10,FALSE
6,6,FALSE
28,12,FALSE
21,11,FALSE
76,14,FALSE
146,7,FALSE
3,4,FALSE
136,13,FALSE
18,7,FALSE
46,13,FALSE
10,5,FALSE
10,7,FALSE
6,4,FALSE
7,3,FALSE
3,5,FALSE
35,13,FALSE
131,17,FALSE
6,7,TRUE
670,27,TRUE
43,14,TRUE
250,28,TRUE
11,12,TRUE
307,23,TRUE
324,21,TRUE
89,20,TRUE
333,18,TRUE
89,18,TRUE
142,17,TRUE
161,11,TRUE
19,9,TRUE
95,19,TRUE
445,19,TRUE
21,9,TRUE
86,11,TRUE
269,26,TRUE
