@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
9,9,FALSE
12,15,FALSE
7,5,FALSE
26,9,FALSE
54,6,FALSE
10,7,FALSE
102,13,FALSE
35,13,FALSE
8,6,FALSE
2,2,FALSE
47,11,FALSE
76,19,FALSE
146,7,FALSE
74,10,FALSE
25,6,FALSE
6,6,FALSE
13,4,FALSE
32,11,FALSE
51,17,TRUE
86,11,TRUE
30,18,TRUE
181,24,TRUE
6,7,TRUE
324,21,TRUE
114,12,TRUE
27,9,TRUE
10,11,TRUE
18,6,TRUE
907,20,TRUE
103,17,TRUE
95,19,TRUE
252,20,TRUE
670,27,TRUE
50,14,TRUE
60,16,TRUE
445,19,TRUE
