@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
34,13,FALSE
27,9,FALSE
146,7,FALSE
14,8,FALSE
13,4,FALSE
114,23,FALSE
95,19,FALSE
6,9,FALSE
42,11,FALSE
38,13,FALSE
23,10,FALSE
17,5,FALSE
42,8,FALSE
155,29,FALSE
27,11,FALSE
8,7,FALSE
115,13,FALSE
117,14,FALSE
307,23,TRUE
30,18,TRUE
95,19,TRUE
21,9,TRUE
181,6,TRUE
50,14,TRUE
11,12,TRUE
324,21,TRUE
161,11,TRUE
244,17,TRUE
60,16,TRUE
142,17,TRUE
51,17,TRUE
27,9,TRUE
86,11,TRUE
6,7,TRUE
114,12,TRUE
19,9,TRUE
