@relation arA-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F2-weka.filters.supervised.instance.Resample-B1.0-S1-Z25.35211268-no-replacement

@attribute total_loc numeric
@attribute unique_operators numeric
@attribute Faultiness {FALSE,TRUE}

@data
6,6,FALSE
47,7,FALSE
11,8,FALSE
34,11,FALSE
6,4,FALSE
33,5,FALSE
25,10,FALSE
61,10,FALSE
3,4,FALSE
13,4,FALSE
69,9,FALSE
285,15,FALSE
3,4,FALSE
58,14,FALSE
25,14,FALSE
4,5,FALSE
22,7,FALSE
25,6,FALSE
18,6,TRUE
11,12,TRUE
6,7,TRUE
161,11,TRUE
142,17,TRUE
50,14,TRUE
324,21,TRUE
89,20,TRUE
445,19,TRUE
60,16,TRUE
43,14,TRUE
269,26,TRUE
240,19,TRUE
27,9,TRUE
21,9,TRUE
30,18,TRUE
95,19,TRUE
250,28,TRUE
